"id","reconcile","code","name","user_type_id/id","chart_template_id:id"
"52022403","False","52022403","COSTOS DE PRODUCCIÓN ","account.data_account_type_expenses","l10n_ec"
"520225","False","520225","GASTO POR REESTRUCTURACIÓN ","account.data_account_type_expenses","l10n_ec"
"520226","False","520226","VALOR NETO DE REALIZACIÓN DE INVENTARIOS ","account.data_account_type_expenses","l10n_ec"
"520227","False","520227","GASTO IMPUESTO A LA RENTA (ACTIVOS Y PASIVOS DIFERIDOS) ","account.data_account_type_expenses","l10n_ec"
"520228","False","520228","OTROS GASTOS ","account.data_account_type_expenses","l10n_ec"
"520301","False","520301","INTERESES ","account.data_account_type_expenses","l10n_ec"
"520302","False","520302","COMISIONES ","account.data_account_type_expenses","l10n_ec"
"520303","False","520303","GASTOS DE FINANCIAMIENTO DE ACTIVOS ","account.data_account_type_expenses","l10n_ec"
"520304","False","520304","DIFERENCIA EN CAMBIO ","account.data_account_type_expenses","l10n_ec"
"520305","False","520305","OTROS GASTOS FINANCIEROS ","account.data_account_type_expenses","l10n_ec"
"520401","False","520401","PERDIDA EN INVERSIONES EN ASOCIADAS / SUBSIDIARIAS Y OTRAS ","account.data_account_type_expenses","l10n_ec"
"520402","False","520402","OTROS ","account.data_account_type_expenses","l10n_ec"
